id,prob
598,0.7763866895421317
12048,0.19174190433512706
40908,0.8591915811477899
33283,0.9756472737281302
40600,3.250634680037164e-07
19805,0.028382648648075545
20784,0.9688805590610468
19048,0.008235900440600852
37061,0.9931916229926465
3983,2.5089255557076494e-07
10403,0.0002539044654260065
28874,0.8398246710535928
11099,0.9353921719282132
12940,0.9835414291210318
41437,0.0190838467324588
3554,0.8385059515844892
22356,0.23500998476265203
23521,4.411669771592729e-06
19043,0.9403284604353432
30978,0.9587340114374403
39297,0.9130848621100268
39470,0.9077480987179379
22235,0.4761667171040916
35270,0.9985302537723985
6693,0.914458525385474
5657,0.25165417598341944
32121,0.9567314676052157
20400,0.18686589364378994
17806,0.6665185933467253
22512,0.9216623327114023
28606,0.7576540070778505
48490,0.005571120363346992
1403,0.9724220153790505
17124,0.0010529133990488636
27901,0.13863061139230612
20999,0.9745797757195195
35827,0.12554845960562014
26701,0.4897601581967056
48095,0.06586454397067777
12253,0.598029338707463
11177,0.07303962697688356
7686,0.048756591776385805
36491,0.014107152801141543
27051,0.13734028306783372
3700,0.9717523876152014
32648,0.8991612877111164
16627,0.9997387079492638
14605,0.0058142237786959995
11235,0.8772088539380779
6006,0.14085047134051568
44976,0.08756324488322527
23594,0.004954563533703844
24771,0.0016640957814164617
34332,0.9536163187967425
19847,0.9813031372340442
37046,0.009163554496751576
3358,0.660050437756027
47112,0.03255849850971266
4522,0.02873752152180496
37803,0.5857586132955959
41939,0.9720711779346386
3882,0.9907338108876863
25287,0.0010466585587311002
46006,0.9838130319485257
36394,0.2116958232508816
19123,0.8511829857240332
37707,0.009007896534745569
18962,0.0373097059813244
34016,0.983683319133698
33850,0.0015021533164295638
12106,0.1157963979072244
30158,0.12121707364324986
11406,0.9995507218461646
36719,0.9985176950581515
6521,0.9953825118033751
37565,0.07893864045548471
9404,0.9796779769163003
31922,0.15748795689507833
26954,0.07711051056925561
42225,0.9392637143262009
26929,0.9382344117000014
22202,0.7215228365899219
480,0.28965300914069725
15022,0.9892039074742138
13299,0.6536511541215477
44668,0.008150129831160289
13588,0.7154316838884541
36871,0.9803320375157784
43907,0.9973022816097139
4789,0.11176957146668397
11538,0.23816507645917845
41758,0.949452697754215
33352,0.9177266842941012
32596,0.14269451506133252
27669,0.04882474814864207
46771,0.5206342312586354
17018,0.99402398941711
31622,0.5153790222192103
16225,0.019835629974313276
18878,0.46301378802097093
19476,0.9694158077501567
25314,0.9813434882009753
41037,0.5997889549028982
34298,0.23117143231004578
7893,0.23756586053163425
30635,0.9362293514926376
12052,0.6495505789370492
24816,0.8911355300388816
46217,0.9220189044497865
27550,0.8066531740230187
45642,0.9825855469958481
15635,0.026650966456923227
29120,0.7519787877636945
42335,0.9989865360839796
47655,0.2501357651124519
30227,0.00127265629697402
48625,0.9993872115430504
40005,0.911250427070117
26223,0.809802913215938
38348,0.005608150639869625
9217,0.9956649679359773
18785,0.9976632486739624
40335,0.9849861558797934
14266,0.026314406838418857
43974,0.9923967202476629
46282,0.9943737854167836
44011,0.07815648913508852
38808,0.972836204026722
20559,0.2406247538819871
2150,0.010388906207678303
44500,0.07465564741363957
2237,2.144952222570342e-06
40275,0.00029080926593232504
3545,0.983565550005231
19680,0.9994793480097677
20363,0.9586018354911193
39706,0.05432213954018132
44823,0.8426298394156363
37537,0.05727521360797224
49783,0.9955912685666917
15042,0.8723250928451829
38773,0.9993816447456026
12725,0.011837126683116492
34341,0.9226329618670089
14057,0.9657703841474357
48392,0.19103812850809176
46800,0.3372910144268342
4596,0.36779487381602627
49773,0.28513915994031913
41011,0.151102182183099
20447,0.00493580151904309
31965,0.43592741350736935
45221,0.7428258342838728
28223,0.0309430564132424
28355,0.9602765142506674
14832,0.520571289300364
6426,0.6498965906995501
34101,0.9999999537500731
26530,4.592169967097258e-09
9133,0.9914030158682388
9636,0.017529167094980733
41268,0.013751286516889895
31698,0.997821214118082
39268,0.8533259647994524
41832,0.8982594084553902
3819,0.7775509748477358
22394,0.1714991802693461
2494,0.05487178974227981
24031,0.05109635892935215
20486,0.09510491992443867
13898,9.152629372018472e-06
41262,0.22769563876839932
17299,2.2021157302793277e-05
14981,0.9052200936446555
22495,0.0011814931866314566
28537,0.04830243072123075
31597,0.07697023794114734
32912,0.9630836915417565
38500,0.22910177089168435
38272,0.052478421481583354
19433,0.16532464860700535
28949,0.003947640437568414
7406,0.019178407740815154
13028,0.46832383641706476
22884,0.27912953547389013
